date,open,high,low,close,Volume LINK,Volume USDT,tradecount
11/30/2020 0:00,13.3855,14.437,13.3855,14.2677,10302701.22,144279297.5,225033
11/29/2020 0:00,13.0848,13.4765,12.8408,13.38,6551088.54,86105236.96,130452
11/28/2020 0:00,12.5038,13.43,12.3489,13.0853,7286264.48,94277169.78,147521
11/27/2020 0:00,12.6036,12.953,11.9454,12.4989,9129104.44,113207146.2,231521
11/26/2020 0:00,14.218,14.4743,11.2939,12.603,24596535.81,307279277.3,524048
11/25/2020 0:00,15.6637,15.86,13.79,14.2016,9521564.1,143152160.4,227277
11/24/2020 0:00,15.2648,16.39,14.943,15.6703,15636471.17,244854910,354432
11/23/2020 0:00,14.5098,15.425,14.252,15.2746,12472333.45,185908896.4,255890
11/22/2020 0:00,15.4408,15.7179,13.8402,14.5098,14244002.32,209484344.1,294258
11/21/2020 0:00,14.0913,15.5,13.6876,15.4511,14003272.57,205026976.6,313376
11/20/2020 0:00,13.6117,14.477,13.4618,14.0933,11203096.77,157339512.8,242602
11/19/2020 0:00,13.5602,14,13.0111,13.6187,9805683.27,132702779.6,215465
11/18/2020 0:00,13.3943,14.2669,12.585,13.5598,18517527.67,250471400.7,461464
11/17/2020 0:00,12.6204,13.4228,12.5414,13.3944,11150763.55,144053287.4,258659
11/16/2020 0:00,12.1199,12.8132,11.9971,12.6223,5982803.38,74513586.47,133067
11/15/2020 0:00,12.557,12.6484,11.8156,12.1192,5716347.24,70272602.84,126501
11/14/2020 0:00,12.8679,12.9335,12.3,12.5574,5010394.11,62985384.75,125436
11/13/2020 0:00,12.4038,13,12.3079,12.8687,7892649.62,100542935.4,182820
11/12/2020 0:00,12.753,13.0956,12.27,12.4038,8920340.53,112513611,200405
11/11/2020 0:00,13.0017,13.4293,12.75,12.753,9416548.92,123406439.4,221834
11/10/2020 0:00,12.5182,13.278,12.3156,13.0017,12355950.65,159010073.8,279337
11/9/2020 0:00,12.7083,13.0026,12.04,12.5107,12660359.23,158185417.5,308772
11/8/2020 0:00,11.7668,13.1,11.477,12.71,12949524.47,160307018.6,286739
11/7/2020 0:00,12.1686,13.5956,11.3123,11.7638,24928180.96,313997464.2,607177
11/6/2020 0:00,10.9822,12.2813,10.9286,12.1687,10971288.73,127324266.4,284317
11/5/2020 0:00,10.473,11.2749,10.0764,10.9794,10634722.28,113944704.2,218722
11/4/2020 0:00,10.3982,10.675,9.75,10.4713,8587173.03,87960780.14,165320
11/3/2020 0:00,10.7814,10.7814,9.9454,10.3911,9964299.86,103361987.8,214826
11/2/2020 0:00,11.5681,11.685,10.7049,10.7814,6924910.69,77195587.41,142389
11/1/2020 0:00,11.2259,11.5885,11.0181,11.5722,3872679.99,43600203.22,78092
10/31/2020 0:00,11.0947,11.3981,10.9053,11.2277,4971547.22,55628362.48,90903
10/30/2020 0:00,11.2743,11.4811,10.72,11.09,7960249.95,87953508.45,132809
10/29/2020 0:00,11.4448,11.81,11.0816,11.2772,8541785.18,97764888.03,131340
10/28/2020 0:00,11.921,12.16,11.15,11.4403,8020300.25,92907204.4,147249
10/27/2020 0:00,11.7086,12.4774,11.49,11.9224,7621232.43,91572821.52,135528
10/26/2020 0:00,12.148,12.4472,11.2594,11.7096,8858167.82,105064062.2,154501
10/25/2020 0:00,12.7002,12.8574,11.908,12.1481,7000941.96,86556404.59,117555
10/24/2020 0:00,12.1592,12.95,11.9839,12.7001,7538193.48,94696449.51,144641
10/23/2020 0:00,11.9551,12.264,11.5784,12.1586,8789968.21,105284717.8,162789
10/22/2020 0:00,10.7805,12.4173,10.7142,11.9539,10308176.43,120347363.5,194706
10/21/2020 0:00,9.8589,11.1372,9.7864,10.7863,8276637.42,87959927.25,155615
10/20/2020 0:00,10.9116,10.9349,9.7665,9.8589,7095706.59,73348543.72,130656
10/19/2020 0:00,10.9435,11.2226,10.651,10.9147,4474849.31,48718810.83,79808
10/18/2020 0:00,10.6254,11,10.6,10.9409,3679623.94,39786628.52,52844
10/17/2020 0:00,10.5867,10.7149,10.4082,10.6267,3322174.05,35094088.73,52155
10/16/2020 0:00,10.7472,10.8935,10.2694,10.5877,6662666.86,70509800.97,93266
10/15/2020 0:00,10.8896,10.9317,10.455,10.7483,6983355.76,74710678.91,96857
10/14/2020 0:00,11.0016,11.3536,10.6201,10.8896,7758446.61,85355115.39,131330
10/13/2020 0:00,11.4259,11.5833,10.5221,11.0016,9695225.65,108341426.9,156562
10/12/2020 0:00,10.8515,11.8028,10.6807,11.4259,11882241.47,133822859,195369
10/11/2020 0:00,10.5168,11.0258,10.15,10.8515,8174876.86,86822525.35,138841
10/10/2020 0:00,10.3923,10.92,10.37,10.5198,9504046.97,100981242.7,152430
10/9/2020 0:00,9.5519,10.5254,9.3701,10.3959,11276147.45,112848361.6,180881
10/8/2020 0:00,8.9801,9.6909,8.4016,9.5594,10913109.33,98953033.69,164405
10/7/2020 0:00,8.769,9.01,8.3817,8.9799,7543306.98,66050966.58,119071
10/6/2020 0:00,9.6134,9.658,8.563,8.7689,7424722.62,67725437.73,128804
10/5/2020 0:00,9.3906,9.72,9.2629,9.6176,6217366.67,59002318.7,93838
10/4/2020 0:00,9.2686,9.466,9.1141,9.3922,4665626.69,43259192.53,69820
10/3/2020 0:00,9.2132,9.5555,9.104,9.269,4805191.52,44596863.21,77557
10/2/2020 0:00,9.6394,9.8449,8.7975,9.2167,11180624.68,102858124.3,162208
10/1/2020 0:00,9.8727,10.4119,9.2457,9.6394,9704023.92,95847497.43,151457
9/30/2020 0:00,10.1356,10.2314,9.5768,9.8694,6665669.78,65702358.51,111050
9/29/2020 0:00,10.2809,10.3882,9.4502,10.135,13378180.79,133367813.4,186336
9/28/2020 0:00,10.8,11.07,10.15,10.283,8731492.42,92852705.72,152891
9/27/2020 0:00,10.3079,10.991,9.9122,10.7939,10053108.71,105032767,165743
9/26/2020 0:00,10.7218,11.1,9.9757,10.3169,12020281.92,125904478,206809
9/25/2020 0:00,9.8701,11.199,9.3771,10.7279,20220142.07,206454816.9,329310
9/24/2020 0:00,7.6404,10.53,7.4761,9.87,26948146.31,244576010,377228
9/23/2020 0:00,8.744,8.8016,7.2869,7.6364,18221835.52,146302053.3,247793
9/22/2020 0:00,8.7162,9.08,8.54,8.7401,8384112.37,74013112.8,126208
9/21/2020 0:00,9.7394,9.9235,8.5012,8.7114,15761415.85,141463825.6,242000
9/20/2020 0:00,10.1192,10.6199,9.5,9.7357,7500145.61,75754454.12,140177
9/19/2020 0:00,10.0938,10.4969,9.8756,10.1209,5596803.08,57003865.43,101321
9/18/2020 0:00,11.0139,11.1315,9.7863,10.094,8890206.07,93387663.39,161741
9/17/2020 0:00,10.7367,11.6759,10.472,11.0139,10163046.46,111006019.3,194007
9/16/2020 0:00,10.9301,11.3002,10.4771,10.7367,10362445.08,112764173.3,174348
9/15/2020 0:00,12.13,12.24,10.75,10.9314,11413633.63,132790893.2,192751
9/14/2020 0:00,12.0757,12.3863,11.6349,12.1374,8830940.16,106057143.1,139868
9/13/2020 0:00,12.7194,13.23,11.7658,12.067,11107099.48,138433490.8,207648
9/12/2020 0:00,12.4406,12.747,12.0934,12.7187,6270783.45,77894547.32,101789
9/11/2020 0:00,12.4948,12.696,12.019,12.4406,7498865.16,92935019.61,118187
9/10/2020 0:00,12.3452,13.28,12.18,12.4957,15073295.03,192824150.2,209596
9/9/2020 0:00,11.7359,12.6566,11.4356,12.3444,10649791.43,129646130.9,164334
9/8/2020 0:00,12.4744,12.7362,11.0284,11.746,14832129.81,176444798,247396
9/7/2020 0:00,12.806,13.1747,11.17,12.47,21235045.25,258808749.5,354557
9/6/2020 0:00,10.6087,13.24,9.7155,12.8044,21900428.59,255921102.7,361819
9/5/2020 0:00,12.3804,12.7655,9.1,10.6017,25530147.88,278579076.1,402165
9/4/2020 0:00,11.8802,12.904,11,12.3708,18649479.71,226424705.2,313472
9/3/2020 0:00,14.7922,14.9989,10.8261,11.8895,17461923.93,234194680.2,354563
9/2/2020 0:00,16.0284,16.3587,14,14.7982,10432171.58,156728589.1,223188
9/1/2020 0:00,15.5746,16.5053,15.0629,16.0333,9246701.59,147310626.2,223463
8/31/2020 0:00,16.4782,16.9495,15.4451,15.5772,9615963.27,157331308.6,199347
8/30/2020 0:00,16.3612,17.7777,16.3547,16.4788,12067693.46,206099731.4,251190
8/29/2020 0:00,15.1136,17.0305,14.9565,16.3612,12476977.78,201913227.7,276318
8/28/2020 0:00,14.5234,15.4989,14.236,15.1207,7263858.01,108574634.6,147324
8/27/2020 0:00,15.2088,15.5215,13.9679,14.5234,11695421.1,173417861.6,231293
8/26/2020 0:00,14.1171,15.6664,14.0537,15.2,11417184.57,169354713.6,233542
8/25/2020 0:00,15.1363,15.3743,13.4578,14.1164,12813252,185468410.6,279268
8/24/2020 0:00,15.1572,15.8797,14.7,15.1419,8460822,129276315.5,182305
8/23/2020 0:00,15.8085,16.0042,14.6536,15.1428,10766009.01,163472424.1,224569
8/22/2020 0:00,13.8342,16.33,13.66,15.8078,16713843.17,252846542.4,357646
8/21/2020 0:00,16.0476,16.1421,12.89,13.8325,26181371.6,376950369.9,511098
8/20/2020 0:00,16.1884,16.7862,15.7232,16.0483,11077161.69,180390522.5,239767
8/19/2020 0:00,16.1846,17.2554,14.8653,16.1863,18401947.05,297904852.9,390119
8/18/2020 0:00,16.8064,17.6738,14.69,16.1927,27088057.76,445332598.9,529192
8/17/2020 0:00,18.8096,19.7111,15.5,16.8196,13542369.79,248379200.5,308059
8/16/2020 0:00,19.2108,20.1111,18.5144,18.8061,10757844.39,206509430.9,261112
8/15/2020 0:00,16.9447,19.8303,16.5554,19.2285,17941112.01,330894146.8,379015
8/14/2020 0:00,17.1728,17.5998,16.3,16.9574,11352121.05,192093622.4,249344
8/13/2020 0:00,16.4634,18.3488,15.9175,17.1883,30941693.96,527277033.8,681520
8/12/2020 0:00,12.9999,16.8,12.5936,16.4635,23116748.13,342158761.5,441379
8/11/2020 0:00,13.4722,13.5403,12.0905,12.9971,17514622.42,225363799.6,271457
8/10/2020 0:00,13.8105,14.0551,12.52,13.4722,17912553.32,240435838.2,318664
8/9/2020 0:00,12.7095,14.4586,12,13.8104,28455039.72,380027221.1,508654
8/8/2020 0:00,10.1286,13.8799,9.9287,12.7093,28681387.91,344524050.3,499590
8/7/2020 0:00,10.2284,10.2615,9.05,10.1286,11737996.62,115615702.8,166548
8/6/2020 0:00,9.5265,10.2917,9.4515,10.2343,9041552.6,88144051.28,128098
8/5/2020 0:00,9.8686,9.8686,9.3207,9.5253,9682088.77,92516426.18,132712
8/4/2020 0:00,9.2502,9.9645,9.0807,9.8687,18485930.37,175441511.3,255932
8/3/2020 0:00,8.2851,9.2707,8.1408,9.2502,12814524.98,110153067.3,163245
8/2/2020 0:00,8.3216,8.7972,6.87,8.2814,22647614.34,187308467.7,321072
8/1/2020 0:00,7.8025,8.472,7.6373,8.3248,9345076.4,74293026.61,128620
7/31/2020 0:00,7.4093,7.8649,7.4085,7.8033,7419454.26,57010133.85,109121
7/30/2020 0:00,7.0876,7.5757,7.0253,7.4093,7673434.47,56187278.52,102382
7/29/2020 0:00,7.2332,7.4871,6.9867,7.0876,7058913.79,50881041.66,94912
7/28/2020 0:00,7.099,7.4243,6.9106,7.2333,8500726.83,60812597.21,119738
7/27/2020 0:00,7.5009,7.5045,6.5101,7.1,16681214.34,117115066.8,244904
7/26/2020 0:00,7.6737,7.945,7.1885,7.5022,10637660.32,80431491.35,134584
7/25/2020 0:00,7.4284,7.8009,7.3744,7.672,7507174.9,57301182.63,98606
7/24/2020 0:00,7.8982,7.9304,7.384,7.4284,7314721.87,55872769.5,93338
7/23/2020 0:00,7.469,8.099,7.4029,7.8983,10917062.94,85602332.79,140762
7/22/2020 0:00,7.3086,7.6365,7.0832,7.4689,9599551.14,70889640.58,131542
7/21/2020 0:00,7.2301,7.6788,6.9232,7.3101,10937153.27,80041038.79,166218
7/20/2020 0:00,8.0848,8.1388,7.121,7.2301,11043721.17,84263150.67,144838
7/19/2020 0:00,7.9731,8.21,7.7782,8.0784,6896213.31,54936816.03,92799
7/18/2020 0:00,8.2589,8.2648,7.657,7.9734,11416632.85,90986110.88,146101
7/17/2020 0:00,8.3545,8.6444,8.2,8.2605,8727930.83,73132110.99,105988
7/16/2020 0:00,8.6486,8.8822,7.9427,8.354,20705851.79,173628620,257501
7/15/2020 0:00,8.1315,8.908,7.8309,8.6494,20518883.22,172454028,259104
7/14/2020 0:00,7.1616,8.3446,6.965,8.1321,25153380.41,192793205.4,290484
7/13/2020 0:00,7.3447,8.48,6.8525,7.163,30737550.96,235671215.5,355795
7/12/2020 0:00,6.1043,7.3898,6.0975,7.3345,18949318.62,128119147.5,220203
7/11/2020 0:00,6.15,6.27,5.961,6.0994,5442718.22,33306983.43,67008
7/10/2020 0:00,6.082,6.2009,5.7096,6.1488,9946933.5,59206657,113510
7/9/2020 0:00,6.5001,6.5006,5.7029,6.082,12955549.78,78926963.65,147411
7/8/2020 0:00,5.7245,6.5782,5.592,6.4987,16816910.79,103639173.9,184934
7/7/2020 0:00,5.3613,5.889,5.33,5.7248,13786031.79,77507285.65,161289
7/6/2020 0:00,4.7426,5.5,4.7362,5.3617,12032948.97,61715137.64,126401
7/5/2020 0:00,4.8198,4.8325,4.6118,4.7439,3650974.38,17222148.35,42317
7/4/2020 0:00,4.73,4.8539,4.7186,4.82,2884275.22,13800358.49,33250
7/3/2020 0:00,4.7998,4.8964,4.7031,4.7309,4622377.34,22310627.43,51759
7/2/2020 0:00,4.7068,4.9181,4.6025,4.7996,7638387.35,36415952.51,84115
7/1/2020 0:00,4.5625,4.73,4.5217,4.7067,4096719.3,18974243.78,43855
6/30/2020 0:00,4.6192,4.6622,4.5337,4.5626,3008041.61,13846694.62,33040
6/29/2020 0:00,4.5658,4.65,4.4232,4.6187,4789663.32,21719855.12,50633
6/28/2020 0:00,4.4051,4.62,4.3647,4.5668,4751931.74,21438525.93,51273
6/27/2020 0:00,4.683,4.6957,4.3,4.4058,6165533.05,27809003.54,66703
6/26/2020 0:00,4.8129,4.8587,4.6424,4.6813,5532469.51,26122757.01,59762
6/25/2020 0:00,4.7075,4.8407,4.5033,4.8134,7030842.15,33201638.53,75807
6/24/2020 0:00,4.8061,4.9411,4.4986,4.7075,10253258.21,48438749.92,102982
6/23/2020 0:00,4.484,4.9422,4.4254,4.8051,10884418.78,51490875.41,121576
6/22/2020 0:00,4.1819,4.4859,4.176,4.4841,4659609.05,20337993.41,51031
6/21/2020 0:00,4.1762,4.2058,4.1395,4.1812,1336859.5,5582676.143,15192
6/20/2020 0:00,4.0978,4.2072,4.0654,4.1765,2414698.62,10014907.93,27359
6/19/2020 0:00,4.1417,4.1839,4.0521,4.098,2424386.7,9970938.73,29018
6/18/2020 0:00,4.1663,4.2491,4.0957,4.1415,3348384.08,13969700.01,40758
6/17/2020 0:00,4.0502,4.2,3.957,4.1659,4301280.98,17558113.83,46311
6/16/2020 0:00,3.9254,4.0918,3.8935,4.0502,3623759.71,14554530.18,41132
6/15/2020 0:00,3.9395,3.9889,3.6551,3.9274,6850306.11,26068942.98,68878
6/14/2020 0:00,4.11,4.1134,3.9143,3.9371,1710213.36,6841578.032,19779
6/13/2020 0:00,4.0807,4.1346,4.0054,4.11,1604660.74,6524511.678,17678
6/12/2020 0:00,3.953,4.1874,3.8573,4.0819,4837530.74,19678935.31,44371
6/11/2020 0:00,4.4207,4.4503,3.91,3.9565,6610463.34,27281682.64,62141
6/10/2020 0:00,4.4374,4.4404,4.3426,4.4225,2236477.86,9805902.95,23108
6/9/2020 0:00,4.4753,4.5062,4.3605,4.435,2296314.26,10188354.44,24710
6/8/2020 0:00,4.3487,4.4759,4.325,4.473,2037163.21,8929343.506,22349
6/7/2020 0:00,4.3513,4.41,4.2068,4.3465,2146650.66,9251257.559,22360
6/6/2020 0:00,4.3569,4.3979,4.3034,4.3512,1377160.26,5990660.12,15353
6/5/2020 0:00,4.4263,4.486,4.3405,4.358,2316069.89,10222018.44,24367
6/4/2020 0:00,4.4881,4.5081,4.2864,4.4243,3231902.99,14276426.13,34397
6/3/2020 0:00,4.3987,4.53,4.2898,4.4892,4215824.76,18674008.89,41180
6/2/2020 0:00,4.3795,4.6185,4.1075,4.3976,8182461.05,36032762.07,80291
6/1/2020 0:00,4.1278,4.48,4.1175,4.3785,8703425.47,38003418.53,85283
5/31/2020 0:00,4.178,4.2838,4.041,4.131,6223457.99,25986422.58,63618
5/30/2020 0:00,3.982,4.18,3.943,4.1763,4734058.34,19356855.9,42157
5/29/2020 0:00,4.0462,4.13,3.9488,3.98,5243291.12,21163186.51,41832
5/28/2020 0:00,3.8542,4.0601,3.827,4.0461,4242354.59,16636880.49,35373
5/27/2020 0:00,3.8436,3.9143,3.8065,3.8526,3795380.76,14676078.52,31312
5/26/2020 0:00,3.8634,3.8816,3.7689,3.844,3774200.83,14457491.49,28556
5/25/2020 0:00,3.7878,3.9073,3.77,3.8614,4443996.51,17123412.8,36191
5/24/2020 0:00,3.9242,4.0262,3.7844,3.7917,6236647.02,24381695.04,53852
5/23/2020 0:00,4.062,4.1072,3.91,3.925,5867357.07,23409323.21,52615
5/22/2020 0:00,3.8307,4.1447,3.7932,4.0611,7194944.89,28640710.82,69756
5/21/2020 0:00,4.088,4.174,3.7292,3.8298,10446021.86,41318047.35,93517
5/20/2020 0:00,3.9466,4.1388,3.8955,4.0866,9821300.61,39739891.92,84202
5/19/2020 0:00,3.8895,3.9488,3.7734,3.947,3771880.28,14566206.96,37380
5/18/2020 0:00,3.7815,3.95,3.7786,3.8895,5744922.71,22325924.8,52664
5/17/2020 0:00,3.7621,3.8524,3.7526,3.7815,3636901.86,13836374.9,33171
5/16/2020 0:00,3.6626,3.79,3.6168,3.7614,4045380.2,15074632.83,36882
5/15/2020 0:00,3.8093,3.8337,3.6144,3.6615,5572562.89,20834597.14,45727
5/14/2020 0:00,3.7654,3.8583,3.6947,3.8096,7333655.81,27791822.37,61011
5/13/2020 0:00,3.6938,3.815,3.6366,3.7655,5989489.14,22305758.76,55594
5/12/2020 0:00,3.5838,3.7932,3.54,3.6943,7797486.43,28881156.07,70200
5/11/2020 0:00,3.7574,3.832,3.2865,3.5837,13273873.62,47852980.09,118136
5/10/2020 0:00,4.0149,4.0197,3.4602,3.7582,19818388.73,73819362.16,173713
5/9/2020 0:00,3.8001,4.2129,3.7601,4.015,15240721.63,61673011.99,131110
5/8/2020 0:00,3.758,3.859,3.6874,3.801,7383724.48,27986549.85,67174
5/7/2020 0:00,3.5874,3.85,3.5633,3.756,8481271.59,31361055.94,79271
5/6/2020 0:00,3.682,3.7654,3.57,3.5872,5299802.59,19570134.05,56978
5/5/2020 0:00,3.7496,3.814,3.654,3.6833,4730504.58,17621530.54,48535
5/4/2020 0:00,3.7098,3.8272,3.5033,3.7499,10973722.27,40395738.45,96089
5/3/2020 0:00,3.8186,3.86,3.6379,3.7092,5570724.79,20891814.88,59845
5/2/2020 0:00,3.7571,3.86,3.73,3.8182,4467234.01,16996494.73,49608
5/1/2020 0:00,3.7014,3.9162,3.7003,3.7571,8084328.36,30928293.22,82174
4/30/2020 0:00,3.8881,3.9741,3.62,3.7025,13545136.02,51376800.29,125873
4/29/2020 0:00,3.6422,3.9918,3.63,3.8879,15125283.54,57370181.29,128111
4/28/2020 0:00,3.6373,3.7354,3.5554,3.6413,7379317.23,26928714.47,74397
4/27/2020 0:00,3.7212,3.7385,3.4621,3.6383,11371929.86,40891564.5,102173
4/26/2020 0:00,3.7865,3.816,3.6432,3.721,8246658.13,30808734.63,92780
4/25/2020 0:00,3.7735,3.9062,3.742,3.7865,6095069.38,23261065.04,56743
4/24/2020 0:00,3.7551,3.8874,3.7364,3.7735,7951365.77,30361499.52,70435
4/23/2020 0:00,3.6787,3.9101,3.5968,3.7533,14233201.39,53390059.85,110628
